retriever,task,query_id,max_score,gap_ctx,gap_25,retrieval_success_5,retrieval_success_25,judgment
sbert,biology,8,0.6373627185821533,0.11222946643829346,0.18980586528778076,1,1,CORRECT
sbert,biology,4,0.6663260459899902,0.0893012285232544,0.14893090724945068,0,1,CORRECT
sbert,biology,0,0.6125661730766296,0.09886616468429565,0.15837553143501282,1,1,INCORRECT
sbert,biology,12,0.7522640228271484,0.002412080764770508,0.14671987295150757,0,0,INCORRECT
sbert,biology,1,0.5867366790771484,0.043636977672576904,0.13305002450942993,1,1,CORRECT
sbert,biology,5,0.6494525671005249,0.05185443162918091,0.12908416986465454,1,1,CORRECT
sbert,biology,6,0.5274611711502075,0.01726740598678589,0.07242101430892944,1,1,CORRECT
sbert,biology,11,0.6024996042251587,0.05920553207397461,0.11242017149925232,1,1,CORRECT
sbert,biology,15,0.5680341720581055,0.04784989356994629,0.08232754468917847,0,0,INCORRECT
sbert,biology,2,0.5520897507667542,0.027669191360473633,0.08622768521308899,0,1,CORRECT
sbert,biology,7,0.7232483625411987,0.10782647132873535,0.3293186128139496,1,1,CORRECT
sbert,biology,3,0.6944283246994019,0.18436455726623535,0.23940062522888184,1,1,CORRECT
sbert,biology,13,0.6059796810150146,0.06415456533432007,0.13104236125946045,0,1,CORRECT
sbert,biology,14,0.602130651473999,0.06779909133911133,0.13719338178634644,1,1,CORRECT
sbert,biology,10,0.7331438064575195,0.21167415380477905,0.2707992494106293,1,1,CORRECT
sbert,biology,9,0.6234177350997925,0.03039783239364624,0.11841189861297607,0,0,CORRECT
sbert,biology,20,0.7626333832740784,0.10038191080093384,0.2534751296043396,1,1,CORRECT
sbert,biology,22,0.5435333847999573,0.08993276953697205,0.14677482843399048,0,1,INCORRECT
sbert,biology,16,0.6806719303131104,0.022620201110839844,0.14015799760818481,0,0,INCORRECT
sbert,biology,23,0.5738487243652344,0.0671660304069519,0.1365393102169037,0,0,CORRECT
sbert,biology,17,0.6707956790924072,0.08530771732330322,0.15263473987579346,1,1,INCORRECT
sbert,biology,18,0.5893237590789795,0.04963505268096924,0.11547902226448059,0,0,CORRECT
sbert,biology,19,0.7280025482177734,0.07836365699768066,0.17913877964019775,1,1,CORRECT
