retriever,task,query_id,max_score,gap_ctx,gap_25,retrieval_success_5,retrieval_success_25,judgment
bm25,biology,2,72.10530090332031,3.844329833984375,25.06793212890625,0,0,INCORRECT
bm25,biology,0,41.068626403808594,0.9411087036132812,9.574666976928711,0,0,INCORRECT
bm25,biology,4,58.99121856689453,6.852878570556641,21.86785888671875,1,1,CORRECT
bm25,biology,8,53.33686447143555,8.982215881347656,15.525474548339844,0,0,INCORRECT
bm25,biology,12,46.42237091064453,11.277809143066406,16.264387130737305,1,1,CORRECT
bm25,biology,5,72.70784759521484,23.44440460205078,36.22553634643555,1,1,CORRECT
bm25,biology,1,63.696434020996094,10.219612121582031,24.77484130859375,0,1,INCORRECT
bm25,biology,6,32.80938720703125,6.213886260986328,10.908550262451172,0,1,INCORRECT
bm25,biology,17,42.67995834350586,2.0028648376464844,11.304586410522461,0,1,INCORRECT
bm25,biology,11,36.097999572753906,9.466617584228516,14.064666748046875,1,1,CORRECT
bm25,biology,23,51.37322235107422,4.2285919189453125,15.519844055175781,0,0,INCORRECT
bm25,biology,3,93.85822296142578,36.826534271240234,50.44833755493164,1,1,CORRECT
bm25,biology,7,65.11267852783203,21.132102966308594,38.61139678955078,1,1,CORRECT
bm25,biology,15,47.690731048583984,10.575542449951172,16.055805206298828,0,0,INCORRECT
bm25,biology,14,58.71186447143555,9.196842193603516,18.25963592529297,1,1,INCORRECT
bm25,biology,9,97.3055648803711,34.99528503417969,47.244606018066406,0,1,CORRECT
bm25,biology,16,53.07952880859375,11.910003662109375,22.197711944580078,0,0,INCORRECT
bm25,biology,10,77.43547821044922,22.83631134033203,29.205699920654297,1,1,CORRECT
bm25,biology,13,73.97050476074219,14.69171142578125,24.857990264892578,1,1,CORRECT
bm25,biology,22,53.84238815307617,16.705753326416016,19.903060913085938,0,0,CORRECT
bm25,biology,21,53.80517578125,17.238182067871094,25.816238403320312,1,1,CORRECT
bm25,biology,20,38.56257247924805,6.5324249267578125,16.20323371887207,1,1,CORRECT
bm25,biology,32,45.4296989440918,4.126987457275391,15.546981811523438,0,0,INCORRECT
bm25,biology,18,55.757713317871094,4.71087646484375,12.95328140258789,0,0,CORRECT
bm25,biology,33,41.20897674560547,5.193641662597656,9.462821960449219,0,1,CORRECT
bm25,biology,19,42.54949188232422,4.697559356689453,10.543655395507812,1,1,CORRECT
bm25,biology,36,39.843624114990234,0.0,2.647541046142578,0,0,CORRECT
bm25,biology,35,46.73259353637695,1.650604248046875,9.807746887207031,0,0,INCORRECT
bm25,biology,25,53.05736541748047,13.002723693847656,18.30103302001953,0,0,INCORRECT
bm25,biology,24,79.03341674804688,16.3841552734375,31.030967712402344,0,1,CORRECT
bm25,biology,30,65.41979217529297,20.9639892578125,33.935665130615234,1,1,CORRECT
bm25,biology,26,42.00291442871094,7.445335388183594,11.30960464477539,0,1,INCORRECT
bm25,biology,37,56.86064147949219,4.1949920654296875,14.55129623413086,0,0,INCORRECT
bm25,biology,43,69.13520812988281,18.600154876708984,29.350929260253906,0,0,INCORRECT
bm25,biology,34,45.51984786987305,8.208244323730469,13.644371032714844,0,0,INCORRECT
bm25,biology,31,44.584625244140625,6.744945526123047,13.741130828857422,0,1,CORRECT
bm25,biology,27,39.30609893798828,5.824073791503906,13.254659652709961,0,1,CORRECT
bm25,biology,29,103.90826416015625,25.45745086669922,43.66548156738281,1,1,CORRECT
bm25,biology,28,58.81873321533203,14.581375122070312,20.37470245361328,1,1,CORRECT
bm25,biology,46,57.784976959228516,9.868907928466797,21.663463592529297,0,0,INCORRECT
bm25,biology,48,47.613651275634766,2.2709999084472656,7.436473846435547,0,0,INCORRECT
bm25,biology,38,48.21992492675781,2.4227218627929688,6.161510467529297,0,0,INCORRECT
bm25,biology,42,43.58705139160156,2.287395477294922,5.081268310546875,1,1,CORRECT
bm25,biology,39,125.94242095947266,19.50853729248047,39.088653564453125,0,0,INCORRECT
bm25,biology,47,64.53893280029297,15.913524627685547,24.19521713256836,0,0,CORRECT
bm25,biology,45,58.3311882019043,11.637382507324219,23.615230560302734,0,0,INCORRECT
bm25,biology,41,73.99922180175781,10.112777709960938,22.396331787109375,1,1,CORRECT
bm25,biology,40,86.68228912353516,10.078605651855469,21.125930786132812,0,0,INCORRECT
bm25,biology,54,46.31541442871094,5.169300079345703,16.52224349975586,1,1,CORRECT
bm25,biology,44,51.15057373046875,4.68896484375,19.326744079589844,0,0,INCORRECT
bm25,biology,59,56.58283996582031,8.026386260986328,13.762733459472656,0,0,INCORRECT
