retriever,task,query_id,max_score,gap_ctx,gap_25,retrieval_success_5,retrieval_success_25,judgment
diver-retriever,biology,8,0.7808930427257805,0.03314106096956515,0.052722021511915185,1,1,CORRECT
diver-retriever,biology,12,0.7965503460736587,0.012210590459668436,0.05327324485609197,0,0,INCORRECT
diver-retriever,biology,11,0.7706514418503032,0.04399977566510371,0.061526418417301554,1,1,CORRECT
diver-retriever,biology,4,0.7564884534663957,0.01737421540442341,0.04109036766690766,1,1,CORRECT
diver-retriever,biology,2,0.7731169770756583,0.01286022373260054,0.03574929905092861,1,1,CORRECT
diver-retriever,biology,5,0.8327434630350421,0.06782821470765876,0.11382621463308595,1,1,CORRECT
diver-retriever,biology,0,0.7507972980557007,0.01941423538352649,0.052791328271325155,1,1,CORRECT
diver-retriever,biology,13,0.8175486818367994,0.021966246326433514,0.05459060093315671,1,1,INCORRECT
diver-retriever,biology,1,0.7585552283469447,0.01640749489421711,0.05203412267858809,1,1,INCORRECT
diver-retriever,biology,7,0.8472357663561217,0.026605977465574138,0.1502738581307025,1,1,CORRECT
diver-retriever,biology,3,0.8139857873720233,0.06911431812416635,0.09413854839224589,1,1,CORRECT
diver-retriever,biology,6,0.7559204887939226,0.0178373233874366,0.037863977213282274,1,1,CORRECT
diver-retriever,biology,10,0.8269483139549283,0.06989006439648682,0.10497724808560227,1,1,CORRECT
diver-retriever,biology,9,0.8299648516445125,0.002154711360538908,0.030640716456683426,0,1,CORRECT
diver-retriever,biology,15,0.7665752155272847,0.016145410674903715,0.0392697652813071,1,1,CORRECT
diver-retriever,biology,14,0.8428531187151105,0.04079180218603873,0.10001271975731596,1,1,INCORRECT
diver-retriever,biology,20,0.7871754758523898,0.03254039901998751,0.06867058765801548,1,1,CORRECT
diver-retriever,biology,18,0.7749982810204006,0.007327095624675706,0.015821722987132247,0,0,INCORRECT
diver-retriever,biology,22,0.7836895511790649,0.02321391117339555,0.05067963265299813,1,1,CORRECT
diver-retriever,biology,16,0.7305571883290928,0.015873970692549477,0.061108215759497875,0,1,CORRECT
diver-retriever,biology,23,0.7409268666919439,0.011350373639973932,0.02548432874344475,0,1,CORRECT
diver-retriever,biology,17,0.7528375219496483,0.04061940844645617,0.06263661519075148,1,1,CORRECT
